id_emplacement,code_emplacement,id_entrepot,zone,type_emplacement,actif,Volume (m3),Unnamed: 7,floor,position,full_code,x,y,z,dist_from_receipt,dist_from_expedition,total_distance
801,1G-02-01,235,B7-PCK,PICKING,True,,,1G,02-01,1G-02-01,0,0,0,0,8,8
805,1G-02-02,235,B7-PCK,PICKING,True,,,1G,02-02,1G-02-02,0,0,0,0,8,8
809,1G-02-03,235,B7-PCK,PICKING,True,,,1G,02-03,1G-02-03,0,0,0,0,8,8
813,1H-01-01,235,B7-PCK,PICKING,True,,,1H,01-01,1H-01-01,0,0,0,0,8,8
817,1H-01-02,235,B7-PCK,PICKING,True,,,1H,01-02,1H-01-02,0,0,0,0,8,8
821,1H-01-03,235,B7-PCK,PICKING,True,,,1H,01-03,1H-01-03,0,0,0,0,8,8
825,1H-02-01,235,B7-PCK,PICKING,True,,,1H,02-01,1H-02-01,0,0,0,0,8,8
829,1H-02-02,235,B7-PCK,PICKING,True,,,1H,02-02,1H-02-02,0,0,0,0,8,8
833,1H-02-03,235,B7-PCK,PICKING,True,,,1H,02-03,1H-02-03,0,0,0,0,8,8
837,1H-03-01,235,B7-PCK,PICKING,True,,,1H,03-01,1H-03-01,0,0,0,0,8,8
841,1H-03-02,235,B7-PCK,PICKING,True,,,1H,03-02,1H-03-02,0,0,0,0,8,8
845,1H-03-03,235,B7-PCK,PICKING,True,,,1H,03-03,1H-03-03,0,0,0,0,8,8
849,1I-01-01,235,B7-PCK,PICKING,True,,,1I,01-01,1I-01-01,0,0,0,0,8,8
853,1I-01-02,235,B7-PCK,PICKING,True,,,1I,01-02,1I-01-02,0,0,0,0,8,8
857,1I-01-03,235,B7-PCK,PICKING,True,,,1I,01-03,1I-01-03,0,0,0,0,8,8
861,1I-02-01,235,B7-PCK,PICKING,True,,,1I,02-01,1I-02-01,0,0,0,0,8,8
895,1I-02-02,235,B7-PCK,PICKING,True,,,1I,02-02,1I-02-02,0,0,0,0,8,8
899,1I-02-03,235,B7-PCK,PICKING,True,,,1I,02-03,1I-02-03,0,0,0,0,8,8
903,1K-01-01,235,B7-PCK,PICKING,True,,,1K,01-01,1K-01-01,0,0,0,0,8,8
907,1K-01-02,235,B7-PCK,PICKING,True,,,1K,01-02,1K-01-02,0,0,0,0,8,8
911,1K-01-03,235,B7-PCK,PICKING,True,,,1K,01-03,1K-01-03,0,0,0,0,8,8
915,1K-02-01,235,B7-PCK,PICKING,True,,,1K,02-01,1K-02-01,0,0,0,0,8,8
919,1K-02-02,235,B7-PCK,PICKING,True,,,1K,02-02,1K-02-02,0,0,0,0,8,8
923,1K-02-03,235,B7-PCK,PICKING,True,,,1K,02-03,1K-02-03,0,0,0,0,8,8
927,1K-03-01,235,B7-PCK,PICKING,True,,,1K,03-01,1K-03-01,0,0,0,0,8,8
931,1K-03-02,235,B7-PCK,PICKING,True,,,1K,03-02,1K-03-02,0,0,0,0,8,8
935,1K-03-03,235,B7-PCK,PICKING,True,,,1K,03-03,1K-03-03,0,0,0,0,8,8
975,1M-01-01,235,B7-PCK,PICKING,True,,,1M,01-01,1M-01-01,0,0,0,0,8,8
979,1M-01-02,235,B7-PCK,PICKING,True,,,1M,01-02,1M-01-02,0,0,0,0,8,8
983,1M-01-03,235,B7-PCK,PICKING,True,,,1M,01-03,1M-01-03,0,0,0,0,8,8
987,1M-02-01,235,B7-PCK,PICKING,True,,,1M,02-01,1M-02-01,0,0,0,0,8,8
991,1M-02-02,235,B7-PCK,PICKING,True,,,1M,02-02,1M-02-02,0,0,0,0,8,8
995,1M-02-03,235,B7-PCK,PICKING,True,,,1M,02-03,1M-02-03,0,0,0,0,8,8
939,1N-01-01,235,B7-PCK,PICKING,True,,,1N,01-01,1N-01-01,0,1,3,4,10,14
943,1N-01-02,235,B7-PCK,PICKING,True,,,1N,01-02,1N-01-02,0,2,3,5,9,14
947,1N-01-03,235,B7-PCK,PICKING,True,,,1N,01-03,1N-01-03,0,3,3,6,8,14
951,1N-02-01,235,B7-PCK,PICKING,True,,,1N,02-01,1N-02-01,0,1,3,4,10,14
955,1N-02-02,235,B7-PCK,PICKING,True,,,1N,02-02,1N-02-02,0,2,3,5,9,14
959,1N-02-03,235,B7-PCK,PICKING,True,,,1N,02-03,1N-02-03,0,3,3,6,8,14
963,1N-03-01,235,B7-PCK,PICKING,True,,,1N,03-01,1N-03-01,0,1,3,4,10,14
967,1N-03-02,235,B7-PCK,PICKING,True,,,1N,03-02,1N-03-02,0,2,3,5,9,14
971,1N-03-03,235,B7-PCK,PICKING,True,,,1N,03-03,1N-03-03,0,3,3,6,8,14
999,1P-01-01,235,B7-PCK,PICKING,True,,,1P,01-01,1P-01-01,0,0,0,0,8,8
1003,1P-01-02,235,B7-PCK,PICKING,True,,,1P,01-02,1P-01-02,0,0,0,0,8,8
1007,1P-01-03,235,B7-PCK,PICKING,True,,,1P,01-03,1P-01-03,0,0,0,0,8,8
1011,1P-02-01,235,B7-PCK,PICKING,True,,,1P,02-01,1P-02-01,0,0,0,0,8,8
1015,1P-02-02,235,B7-PCK,PICKING,True,,,1P,02-02,1P-02-02,0,0,0,0,8,8
1019,1P-02-03,235,B7-PCK,PICKING,True,,,1P,02-03,1P-02-03,0,0,0,0,8,8
1023,1Q-01-01,235,B7-PCK,PICKING,True,,,1Q,01-01,1Q-01-01,0,0,0,0,8,8
1027,1Q-01-02,235,B7-PCK,PICKING,True,,,1Q,01-02,1Q-01-02,0,0,0,0,8,8
1031,1Q-01-03,235,B7-PCK,PICKING,True,,,1Q,01-03,1Q-01-03,0,0,0,0,8,8
1035,1Q-02-01,235,B7-PCK,PICKING,True,,,1Q,02-01,1Q-02-01,0,0,0,0,8,8
1039,1Q-02-02,235,B7-PCK,PICKING,True,,,1Q,02-02,1Q-02-02,0,0,0,0,8,8
1043,1Q-02-03,235,B7-PCK,PICKING,True,,,1Q,02-03,1Q-02-03,0,0,0,0,8,8
1047,1Q-03-01,235,B7-PCK,PICKING,True,,,1Q,03-01,1Q-03-01,0,0,0,0,8,8
1051,1Q-03-02,235,B7-PCK,PICKING,True,,,1Q,03-02,1Q-03-02,0,0,0,0,8,8
1055,1Q-03-03,235,B7-PCK,PICKING,True,,,1Q,03-03,1Q-03-03,0,0,0,0,8,8
1059,1R-01-01,235,B7-PCK,PICKING,True,,,1R,01-01,1R-01-01,0,0,0,0,8,8
1063,1R-01-02,235,B7-PCK,PICKING,True,,,1R,01-02,1R-01-02,0,0,0,0,8,8
1067,1R-01-03,235,B7-PCK,PICKING,True,,,1R,01-03,1R-01-03,0,0,0,0,8,8
1071,1R-02-01,235,B7-PCK,PICKING,True,,,1R,02-01,1R-02-01,0,0,0,0,8,8
1075,1R-02-02,235,B7-PCK,PICKING,True,,,1R,02-02,1R-02-02,0,0,0,0,8,8
1079,1R-02-03,235,B7-PCK,PICKING,True,,,1R,02-03,1R-02-03,0,0,0,0,8,8
1083,1S-01-01,235,B7-PCK,PICKING,True,,,1S,01-01,1S-01-01,0,0,0,0,8,8
1087,1S-01-02,235,B7-PCK,PICKING,True,,,1S,01-02,1S-01-02,0,0,0,0,8,8
1099,1S-01-03,235,B7-PCK,PICKING,True,,,1S,01-03,1S-01-03,0,0,0,0,8,8
1103,1S-02-01,235,B7-PCK,PICKING,True,,,1S,02-01,1S-02-01,0,0,0,0,8,8
1106,1S-02-02,235,B7-PCK,PICKING,True,,,1S,02-02,1S-02-02,0,0,0,0,8,8
1110,1S-02-03,235,B7-PCK,PICKING,True,,,1S,02-03,1S-02-03,0,0,0,0,8,8
1114,1S-03-01,235,B7-PCK,PICKING,True,,,1S,03-01,1S-03-01,0,0,0,0,8,8
1118,1S-03-02,235,B7-PCK,PICKING,True,,,1S,03-02,1S-03-02,0,0,0,0,8,8
1122,1S-03-03,235,B7-PCK,PICKING,True,,,1S,03-03,1S-03-03,0,0,0,0,8,8
1126,1T-01-01,235,B7-PCK,PICKING,True,,,1T,01-01,1T-01-01,0,0,0,0,8,8
1130,1T-01-02,235,B7-PCK,PICKING,True,,,1T,01-02,1T-01-02,0,0,0,0,8,8
1134,1T-01-03,235,B7-PCK,PICKING,True,,,1T,01-03,1T-01-03,0,0,0,0,8,8
1138,1T-02-01,235,B7-PCK,PICKING,True,,,1T,02-01,1T-02-01,0,0,0,0,8,8
1142,1T-02-02,235,B7-PCK,PICKING,True,,,1T,02-02,1T-02-02,0,0,0,0,8,8
1146,1T-02-03,235,B7-PCK,PICKING,True,,,1T,02-03,1T-02-03,0,0,0,0,8,8
1150,1V-01-01,235,B7-PCK,PICKING,True,,,1V,01-01,1V-01-01,0,0,0,0,8,8
1154,1V-01-02,235,B7-PCK,PICKING,True,,,1V,01-02,1V-01-02,0,0,0,0,8,8
1158,1V-01-03,235,B7-PCK,PICKING,True,,,1V,01-03,1V-01-03,0,0,0,0,8,8
1162,1V-02-01,235,B7-PCK,PICKING,True,,,1V,02-01,1V-02-01,0,0,0,0,8,8
1166,1V-02-02,235,B7-PCK,PICKING,True,,,1V,02-02,1V-02-02,0,0,0,0,8,8
1170,1V-02-03,235,B7-PCK,PICKING,True,,,1V,02-03,1V-02-03,0,0,0,0,8,8
1174,1V-03-01,235,B7-PCK,PICKING,True,,,1V,03-01,1V-03-01,0,0,0,0,8,8
1178,1V-03-02,235,B7-PCK,PICKING,True,,,1V,03-02,1V-03-02,0,0,0,0,8,8
1182,1V-03-03,235,B7-PCK,PICKING,True,,,1V,03-03,1V-03-03,0,0,0,0,8,8
1186,1W-01-01,235,B7-PCK,PICKING,True,,,1W,01-01,1W-01-01,0,0,0,0,8,8
1190,1W-01-02,235,B7-PCK,PICKING,True,,,1W,01-02,1W-01-02,0,0,0,0,8,8
1194,1W-01-03,235,B7-PCK,PICKING,True,,,1W,01-03,1W-01-03,0,0,0,0,8,8
1198,1W-02-01,235,B7-PCK,PICKING,True,,,1W,02-01,1W-02-01,0,0,0,0,8,8
1202,1W-02-02,235,B7-PCK,PICKING,True,,,1W,02-02,1W-02-02,0,0,0,0,8,8
1206,1W-02-03,235,B7-PCK,PICKING,True,,,1W,02-03,1W-02-03,0,0,0,0,8,8
1210,1W-03-01,235,B7-PCK,PICKING,True,,,1W,03-01,1W-03-01,0,0,0,0,8,8
1214,1W-03-02,235,B7-PCK,PICKING,True,,,1W,03-02,1W-03-02,0,0,0,0,8,8
1218,1W-03-03,235,B7-PCK,PICKING,True,,,1W,03-03,1W-03-03,0,0,0,0,8,8
1222,1W-04-01,235,B7-PCK,PICKING,True,,,1W,04-01,1W-04-01,0,0,0,0,8,8
1226,1W-04-02,235,B7-PCK,PICKING,True,,,1W,04-02,1W-04-02,0,0,0,0,8,8
1230,1W-04-03,235,B7-PCK,PICKING,True,,,1W,04-03,1W-04-03,0,0,0,0,8,8
1234,1W-05-01,235,B7-PCK,PICKING,True,,,1W,05-01,1W-05-01,0,0,0,0,8,8
1238,1W-05-02,235,B7-PCK,PICKING,True,,,1W,05-02,1W-05-02,0,0,0,0,8,8
1242,1W-05-03,235,B7-PCK,PICKING,True,,,1W,05-03,1W-05-03,0,0,0,0,8,8
1246,1X-01-01,235,B7-PCK,PICKING,True,,,1X,01-01,1X-01-01,0,0,0,0,8,8
1250,1X-01-02,235,B7-PCK,PICKING,True,,,1X,01-02,1X-01-02,0,0,0,0,8,8
1254,1X-01-03,235,B7-PCK,PICKING,True,,,1X,01-03,1X-01-03,0,0,0,0,8,8
1258,1X-02-01,235,B7-PCK,PICKING,True,,,1X,02-01,1X-02-01,0,0,0,0,8,8
1262,1X-02-02,235,B7-PCK,PICKING,True,,,1X,02-02,1X-02-02,0,0,0,0,8,8
1266,1X-02-03,235,B7-PCK,PICKING,True,,,1X,02-03,1X-02-03,0,0,0,0,8,8
1270,1X-03-01,235,B7-PCK,PICKING,True,,,1X,03-01,1X-03-01,0,0,0,0,8,8
1274,1X-03-02,235,B7-PCK,PICKING,True,,,1X,03-02,1X-03-02,0,0,0,0,8,8
1278,1X-03-03,235,B7-PCK,PICKING,True,,,1X,03-03,1X-03-03,0,0,0,0,8,8
1282,1X-04-01,235,B7-PCK,PICKING,True,,,1X,04-01,1X-04-01,0,0,0,0,8,8
1286,1X-04-02,235,B7-PCK,PICKING,True,,,1X,04-02,1X-04-02,0,0,0,0,8,8
1290,1X-04-03,235,B7-PCK,PICKING,True,,,1X,04-03,1X-04-03,0,0,0,0,8,8
1294,1X-05-01,235,B7-PCK,PICKING,True,,,1X,05-01,1X-05-01,0,0,0,0,8,8
1302,1X-05-02,235,B7-PCK,PICKING,True,,,1X,05-02,1X-05-02,0,0,0,0,8,8
1306,1X-05-03,235,B7-PCK,PICKING,True,,,1X,05-03,1X-05-03,0,0,0,0,8,8
420,2A-01-01,235,B7-PCK,PICKING,True,,,2A,01-01,2A-01-01,0,0,0,0,8,8
424,2A-01-02,235,B7-PCK,PICKING,True,,,2A,01-02,2A-01-02,0,0,0,0,8,8
428,2A-01-03,235,B7-PCK,PICKING,True,,,2A,01-03,2A-01-03,0,0,0,0,8,8
432,2A-02-01,235,B7-PCK,PICKING,True,,,2A,02-01,2A-02-01,0,0,0,0,8,8
436,2A-02-02,235,B7-PCK,PICKING,True,,,2A,02-02,2A-02-02,0,0,0,0,8,8
440,2A-02-03,235,B7-PCK,PICKING,True,,,2A,02-03,2A-02-03,0,0,0,0,8,8
444,2B-01-01,235,B7-PCK,PICKING,True,,,2B,01-01,2B-01-01,0,0,0,0,8,8
448,2B-01-02,235,B7-PCK,PICKING,True,,,2B,01-02,2B-01-02,0,0,0,0,8,8
452,2B-01-03,235,B7-PCK,PICKING,True,,,2B,01-03,2B-01-03,0,0,0,0,8,8
456,2B-02-01,235,B7-PCK,PICKING,True,,,2B,02-01,2B-02-01,0,0,0,0,8,8
460,2B-02-02,235,B7-PCK,PICKING,True,,,2B,02-02,2B-02-02,0,0,0,0,8,8
464,2B-02-03,235,B7-PCK,PICKING,True,,,2B,02-03,2B-02-03,0,0,0,0,8,8
468,2B-03-01,235,B7-PCK,PICKING,True,,,2B,03-01,2B-03-01,0,0,0,0,8,8
472,2B-03-02,235,B7-PCK,PICKING,True,,,2B,03-02,2B-03-02,0,0,0,0,8,8
476,2B-03-03,235,B7-PCK,PICKING,True,,,2B,03-03,2B-03-03,0,0,0,0,8,8
480,2C-01-01,235,B7-PCK,PICKING,True,,,2C,01-01,2C-01-01,0,0,0,0,8,8
484,2C-01-02,235,B7-PCK,PICKING,True,,,2C,01-02,2C-01-02,0,0,0,0,8,8
678,2C-01-03,235,B7-PCK,PICKING,True,,,2C,01-03,2C-01-03,0,0,0,0,8,8
682,2C-02-01,235,B7-PCK,PICKING,True,,,2C,02-01,2C-02-01,0,0,0,0,8,8
686,2C-02-02,235,B7-PCK,PICKING,True,,,2C,02-02,2C-02-02,0,0,0,0,8,8
690,2C-02-03,235,B7-PCK,PICKING,True,,,2C,02-03,2C-02-03,0,0,0,0,8,8
694,2D-01-01,235,B7-PCK,PICKING,True,,,2D,01-01,2D-01-01,0,0,0,0,8,8
698,2D-01-02,235,B7-PCK,PICKING,True,,,2D,01-02,2D-01-02,0,0,0,0,8,8
702,2D-01-03,235,B7-PCK,PICKING,True,,,2D,01-03,2D-01-03,0,0,0,0,8,8
706,2D-02-01,235,B7-PCK,PICKING,True,,,2D,02-01,2D-02-01,0,0,0,0,8,8
710,2D-02-02,235,B7-PCK,PICKING,True,,,2D,02-02,2D-02-02,0,0,0,0,8,8
714,2D-02-03,235,B7-PCK,PICKING,True,,,2D,02-03,2D-02-03,0,0,0,0,8,8
718,2D-03-01,235,B7-PCK,PICKING,True,,,2D,03-01,2D-03-01,0,0,0,0,8,8
722,2D-03-02,235,B7-PCK,PICKING,True,,,2D,03-02,2D-03-02,0,0,0,0,8,8
726,2D-03-03,235,B7-PCK,PICKING,True,,,2D,03-03,2D-03-03,0,0,0,0,8,8
730,2E-01-01,235,B7-PCK,PICKING,True,,,2E,01-01,2E-01-01,0,0,0,0,8,8
734,2E-01-02,235,B7-PCK,PICKING,True,,,2E,01-02,2E-01-02,0,0,0,0,8,8
738,2E-01-03,235,B7-PCK,PICKING,True,,,2E,01-03,2E-01-03,0,0,0,0,8,8
742,2E-02-01,235,B7-PCK,PICKING,True,,,2E,02-01,2E-02-01,0,0,0,0,8,8
746,2E-02-02,235,B7-PCK,PICKING,True,,,2E,02-02,2E-02-02,0,0,0,0,8,8
750,2E-02-03,235,B7-PCK,PICKING,True,,,2E,02-03,2E-02-03,0,0,0,0,8,8
754,2F-01-01,235,B7-PCK,PICKING,True,,,2F,01-01,2F-01-01,0,0,0,0,8,8
758,2F-01-02,235,B7-PCK,PICKING,True,,,2F,01-02,2F-01-02,0,0,0,0,8,8
762,2F-01-03,235,B7-PCK,PICKING,True,,,2F,01-03,2F-01-03,0,0,0,0,8,8
766,2F-02-01,235,B7-PCK,PICKING,True,,,2F,02-01,2F-02-01,0,0,0,0,8,8
770,2F-02-02,235,B7-PCK,PICKING,True,,,2F,02-02,2F-02-02,0,0,0,0,8,8
774,2F-02-03,235,B7-PCK,PICKING,True,,,2F,02-03,2F-02-03,0,0,0,0,8,8
778,2F-03-01,235,B7-PCK,PICKING,True,,,2F,03-01,2F-03-01,0,0,0,0,8,8
782,2F-03-02,235,B7-PCK,PICKING,True,,,2F,03-02,2F-03-02,0,0,0,0,8,8
786,2F-03-03,235,B7-PCK,PICKING,True,,,2F,03-03,2F-03-03,0,0,0,0,8,8
790,2G-01-01,235,B7-PCK,PICKING,True,,,2G,01-01,2G-01-01,0,0,0,0,8,8
794,2G-01-02,235,B7-PCK,PICKING,True,,,2G,01-02,2G-01-02,0,0,0,0,8,8
798,2G-01-03,235,B7-PCK,PICKING,True,,,2G,01-03,2G-01-03,0,0,0,0,8,8
802,2G-02-01,235,B7-PCK,PICKING,True,,,2G,02-01,2G-02-01,0,0,0,0,8,8
806,2G-02-02,235,B7-PCK,PICKING,True,,,2G,02-02,2G-02-02,0,0,0,0,8,8
810,2G-02-03,235,B7-PCK,PICKING,True,,,2G,02-03,2G-02-03,0,0,0,0,8,8
814,2H-01-01,235,B7-PCK,PICKING,True,,,2H,01-01,2H-01-01,0,0,0,0,8,8
818,2H-01-02,235,B7-PCK,PICKING,True,,,2H,01-02,2H-01-02,0,0,0,0,8,8
822,2H-01-03,235,B7-PCK,PICKING,True,,,2H,01-03,2H-01-03,0,0,0,0,8,8
826,2H-02-01,235,B7-PCK,PICKING,True,,,2H,02-01,2H-02-01,0,0,0,0,8,8
830,2H-02-02,235,B7-PCK,PICKING,True,,,2H,02-02,2H-02-02,0,0,0,0,8,8
834,2H-02-03,235,B7-PCK,PICKING,True,,,2H,02-03,2H-02-03,0,0,0,0,8,8
838,2H-03-01,235,B7-PCK,PICKING,True,,,2H,03-01,2H-03-01,0,0,0,0,8,8
842,2H-03-02,235,B7-PCK,PICKING,True,,,2H,03-02,2H-03-02,0,0,0,0,8,8
846,2H-03-03,235,B7-PCK,PICKING,True,,,2H,03-03,2H-03-03,0,0,0,0,8,8
850,2I-01-01,235,B7-PCK,PICKING,True,,,2I,01-01,2I-01-01,0,0,0,0,8,8
854,2I-01-02,235,B7-PCK,PICKING,True,,,2I,01-02,2I-01-02,0,0,0,0,8,8
858,2I-01-03,235,B7-PCK,PICKING,True,,,2I,01-03,2I-01-03,0,0,0,0,8,8
862,2I-02-01,235,B7-PCK,PICKING,True,,,2I,02-01,2I-02-01,0,0,0,0,8,8
896,2I-02-02,235,B7-PCK,PICKING,True,,,2I,02-02,2I-02-02,0,0,0,0,8,8
900,2I-02-03,235,B7-PCK,PICKING,True,,,2I,02-03,2I-02-03,0,0,0,0,8,8
904,2K-01-01,235,B7-PCK,PICKING,True,,,2K,01-01,2K-01-01,0,0,0,0,8,8
908,2K-01-02,235,B7-PCK,PICKING,True,,,2K,01-02,2K-01-02,0,0,0,0,8,8
912,2K-01-03,235,B7-PCK,PICKING,True,,,2K,01-03,2K-01-03,0,0,0,0,8,8
916,2K-02-01,235,B7-PCK,PICKING,True,,,2K,02-01,2K-02-01,0,0,0,0,8,8
920,2K-02-02,235,B7-PCK,PICKING,True,,,2K,02-02,2K-02-02,0,0,0,0,8,8
924,2K-02-03,235,B7-PCK,PICKING,True,,,2K,02-03,2K-02-03,0,0,0,0,8,8
928,2K-03-01,235,B7-PCK,PICKING,True,,,2K,03-01,2K-03-01,0,0,0,0,8,8
932,2K-03-02,235,B7-PCK,PICKING,True,,,2K,03-02,2K-03-02,0,0,0,0,8,8
936,2K-03-03,235,B7-PCK,PICKING,True,,,2K,03-03,2K-03-03,0,0,0,0,8,8
976,2M-01-01,235,B7-PCK,PICKING,True,,,2M,01-01,2M-01-01,0,0,0,0,8,8
980,2M-01-02,235,B7-PCK,PICKING,True,,,2M,01-02,2M-01-02,0,0,0,0,8,8
984,2M-01-03,235,B7-PCK,PICKING,True,,,2M,01-03,2M-01-03,0,0,0,0,8,8
988,2M-02-01,235,B7-PCK,PICKING,True,,,2M,02-01,2M-02-01,0,0,0,0,8,8
992,2M-02-02,235,B7-PCK,PICKING,True,,,2M,02-02,2M-02-02,0,0,0,0,8,8
996,2M-02-03,235,B7-PCK,PICKING,True,,,2M,02-03,2M-02-03,0,0,0,0,8,8
940,2N-01-01,235,B7-PCK,PICKING,True,,,2N,01-01,2N-01-01,0,1,6,7,13,20
944,2N-01-02,235,B7-PCK,PICKING,True,,,2N,01-02,2N-01-02,0,2,6,8,12,20
948,2N-01-03,235,B7-PCK,PICKING,True,,,2N,01-03,2N-01-03,0,3,6,9,11,20
952,2N-02-01,235,B7-PCK,PICKING,True,,,2N,02-01,2N-02-01,0,1,6,7,13,20
956,2N-02-02,235,B7-PCK,PICKING,True,,,2N,02-02,2N-02-02,0,2,6,8,12,20
960,2N-02-03,235,B7-PCK,PICKING,True,,,2N,02-03,2N-02-03,0,3,6,9,11,20
964,2N-03-01,235,B7-PCK,PICKING,True,,,2N,03-01,2N-03-01,0,1,6,7,13,20
968,2N-03-02,235,B7-PCK,PICKING,True,,,2N,03-02,2N-03-02,0,2,6,8,12,20
972,2N-03-03,235,B7-PCK,PICKING,True,,,2N,03-03,2N-03-03,0,3,6,9,11,20
1000,2P-01-01,235,B7-PCK,PICKING,True,,,2P,01-01,2P-01-01,0,0,0,0,8,8
1004,2P-01-02,235,B7-PCK,PICKING,True,,,2P,01-02,2P-01-02,0,0,0,0,8,8
1008,2P-01-03,235,B7-PCK,PICKING,True,,,2P,01-03,2P-01-03,0,0,0,0,8,8
1012,2P-02-01,235,B7-PCK,PICKING,True,,,2P,02-01,2P-02-01,0,0,0,0,8,8
1016,2P-02-02,235,B7-PCK,PICKING,True,,,2P,02-02,2P-02-02,0,0,0,0,8,8
